1	175.0	2.0	15000.0	103.856563	30.082526	23	18-24岁,158-175cm,有照片,未婚,四川
1	170.0	1.0	7500.0	117.977404	37.388196	21	18-30岁,158-175cm,高中中专及以下,有照片,未婚,山东,滨州
1	178.0	2.0	3500.0	113.128512	23.027759	23	18-25岁,155-170cm,未婚,广东,佛山
1	179.0	3.0	7500.0	106.464465	29.547193	23	18-25岁,155-170cm,有照片,未婚,重庆
1	175.0	3.0	7500.0	106.637559	29.723927	24	22-28岁,155-165cm,大专以上,有照片,重庆
1	175.0	1.0	2000.0	76.000313	39.47365	21	18-22岁,155-170cm
1	175.0	2.0	7500.0	114.064552	22.548457	23	18-30岁,160-170cm,未婚,广东,深圳
1	178.0	3.0	7500.0	120.901592	31.986549	22	18-28岁,160-170cm,有照片
1	170.0	3.0	7500.0	118.802422	32.064653	24	23-27岁,155-170cm,有照片
1	175.0	2.0	7500.0	114.545628	36.631263	22	22-25岁,157-170cm,未婚,河北,邯郸
1	170.0	2.0	15000.0	113.92251	30.930689	24	20-不限 岁,158-不限 cm,有照片,未婚,湖北,武汉
1	170.0	2.0	7500.0	117.395513	32.921524	22	18-23岁,155-170cm,安徽,蚌埠
1	170.0	1.0	3500.0	113.135489	29.363178	22	18-24岁,155-170cm
1	173.0	2.0	7500.0	110.931543	21.669064	22	19-24岁,130-226cm,有照片
1	180.0	3.0	3500.0	115.991588	36.462758	21	20-24岁,160-175cm,有照片,未婚,山东,聊城
1	160.0	2.0	3500.0	114.940503	25.835176	23	18-25岁,155-170cm,有照片
1	175.0	2.0	7500.0	113.631419	34.753439	21	18-22岁,155-170cm,有照片,未婚,河南,郑州
1	170.0	1.0	2000.0	114.423564	27.820856	24	18-26岁,155-170cm
1	178.0	3.0	15000.0	113.271431	23.135336	24	18-24岁,160-172cm,有照片,未婚,广东,广州
1	172.0	3.0	15000.0	120.215512	30.253083	24	21-29岁,155-177cm,未婚,浙江,杭州
1	170.0	3.0	7500.0	113.75842	23.027308	24	18-24岁,158-170cm,大专,未婚,广东
1	176.0	1.0	2000.0	113.38945	31.696517	21	18-23岁,155-170cm
1	172.0	2.0	7500.0	112.471489	23.052889	22	20-24岁,160-175cm,有照片,广东,肇庆
1	178.0	3.0	7500.0	121.550455	31.227348	23	21-26岁,160-170cm,本科,有照片,未婚,上海,浦东新区
1	174.0	2.0	7500.0	126.555635	43.843568	24	18-28岁,155-170cm,有照片,未婚,吉林,吉林
1	171.0	2.0	3500.0	114.328519	29.847056	23	22-24岁,160-165cm,有照片,湖北
1	160.0	3.0	7500.0	102.852448	24.873998	23	18-25岁,155-170cm
1	176.0	3.0	7500.0	108.044538	30.305268	22	19-23岁,未婚,重庆,忠县
1	175.0	3.0	7500.0	120.389455	36.072227	21	28-35岁,155-170cm
1	175.0	3.0	7500.0	118.89552	42.261686	23	22-27岁,165-175cm,本科,未婚,内蒙古,赤峰
1	173.0	2.0	7500.0	120.389455	36.072227	22	22-26岁,155-170cm,有照片,未婚,山东
